revenue_diversity_score,view_count_sum,channel,name_cc
5,164964.0,UCAkP51BEzkKimJh7KDflx_g,Mr Ben Brown
3,494.0,UCAkc1xs-emBo8rxbVubzzOg,Straight From The Mu...
1,2584.0,UCAksRVdXuTjjF-zi2xHrwQQ,TeamGetfight - CS:GO...
4,45032.0,UCAl07YZamCkD9BU4GXUMocQ,TechDaily
2,625593.0,UCAl3kYQjFTdjIGL27nPDf5w,2HandGaming
3,91754.0,UCAl6NLC0tnubiCMzYXawG3g,Defiant Wrestling
5,109952.0,UCAlLgvDP4uoC5lS0_4iN3Bw,Tiege Hanley
3,40061.0,UCAlP-ofyVAmXeNGjbnhWxoQ,Blue Swan Records
3,18059.0,UCAlTDckOOQ2jREOvuCShGbw,Bob Marley
5,6153.0,UCAlZ-9e75wau2hY_wWFliNA,Defense Flash News
0,4621.0,UCAlaq0mRpx4nTqPgTFVzxxQ,Tom Moran
4,1916.0,UCAlwrsgeJavG1vw9qSFOUmA,Analytics India Maga...
1,21772.0,UCAmGmNMwqMNzIC-a6iOLagg,Jay Kapoor
3,5958.0,UCAmdIitnRhUhfLSYd-VZ2Dw,Mian Tech
2,130089.0,UCAmii6JfiHGqOz4MW98khDw,David Stockman
3,31419.0,UCAmlL9SMb2HkOkeQrhCt7LQ,Carlos A. Oliveira
5,439679.0,UCAmrZ3-TNbGMKrhyb3TptwA,Pink Poodle Crafts
3,109035.0,UCAmsTmQTOPbSfXs6QIDgGXg,Corning Museum of Gl...
2,124196.0,UCAmskvtDyP0RhETjhjO_B8w,Nikocado Avocado 2
1,14233.0,UCAn1oI-WE2wiEtnAk0dMohw,Anton
1,1636.0,UCAn797Un7CtGDu_JtfhrcUA,Car News
2,38245.0,UCAn7KfxuoxUur8dP-lFCjdA,meade916
3,280640.0,UCAnmLHisJekNwVWNwccGn1A,Technical Kaifi
4,9177.0,UCAo-6TCgsyyEb3jhYm0wXww,Uncensored
2,557846.0,UCAo41QETLlwvJ-oqjmEPt8A,joanday
3,220928.0,UCAo5rq5_WAWasG80Oa0bU0Q,Kathleen Elisabeth
0,102549.0,UCAoTKlMBVNAoa7K7Z46Kkdw,Ruqyah -islamicdua
4,15760.0,UCAob5GmjrCYCHNk3S8O9yXQ,SailingBritican
4,49903.0,UCAohrrjG-3gEp5QF1WlM9_w,Siim Land
4,115315.0,UCApByCEDqQM8PgDypC_i6BQ,Stella Chuu
3,52191.0,UCApXvB_jzOjTx3V2ksLYY2Q,coolduder
2,2285.0,UCApbF1xKLutsY_Ww4k0WaFQ,chase dreams
2,40944.0,UCApr07pQtv9t7zL7sUCzh9Q,Tech Manob
4,16455319.0,UCApxAqNgZf4u0e0g4IIfaUg,Creative Mom
1,14425.0,UCAq4q9UhzPS1wkpHuhph0kQ,Top Curious
3,751417.0,UCAq9s3QQVCDMvg1iWQBVtxQ,Sam and Nia
2,34085.0,UCAqBAjIP5v1wgKeu5Z9dcjg,Dave's Model Worksho...
1,3254.0,UCAqfWlqSjnw89CItcnLoHgg,Rishabh Chatterjee
5,79209.0,UCAr7M4Pz-c1WCpIz3YAJQeQ,Alex Berman
4,13192.0,UCAr8JtvJedbRHHkQVh_ZDoA,Kenny Hoff
1,801.0,UCArGHMMivzzTxC7O9MfZ4hQ,Passion Eye
0,30500.0,UCAr_9rQ-SIZ8eAp42u2WCtA,SuperJumpReviews
2,119295.0,UCArqex7-NK9TIUpTd5_-rmw,Small Screen Drinks
0,1052850.0,UCAs1oazmkNDzpgiLZraMZMQ,BachelorsPadTv
4,38816.0,UCAsBqw_Mf5-F2p2dMX1fCQQ,Maria Draganova
1,3127202.0,UCAsLjyYl9GW66G1mpMzr8IA,MinuteVideos
1,205.0,UCAsQAE2mK2ONuLY6CYNF2ag,daveinprogress3
3,2312.0,UCAsbSO7CzAZp42jhIdPGtzA,MICHAEL VANDENBOSCH
5,86536.0,UCAsvFcpUQegneSh0QAUd64A,Neo Tv Network - Off...
2,4551.0,UCAszgNtLoGARKkwgl6TMp3g,Squid Magic - Roblox...
2,1762544.0,UCAt-Dw4uRUV6U-hED3a5ssQ,Legally Armed Americ...
3,2141.0,UCAtC_yIGoTJULzHDg1lBIEg,Jasmine Rose
1,1809.0,UCAtUYa-peiXdQkvfnA7aBcw,Anders
1,97108.0,UCAtlZO9a52JIhQRyXDRLaZQ,Sumerian Records
2,4799.0,UCAu6iO8En48gGBcEzoUl-sA,Micro Four Nerds
0,13059.0,UCAu71emkK4JWb3sEnqg9gOQ,Lumiose Trainer Zac
3,545258.0,UCAuI-Z03JwnDsVAwB5G2tfw,Overwatch Moments - ...
1,566105.0,UCAuM7YDnMoQuLjIbQSNDTtQ,Ketchupgiri
4,2050528.0,UCAuUUnT6oDeKwE6v1NGQxug,TED
3,3031.0,UCAuY8sYLA1q5zVDvaBr0M6w,My Smart Hacking
2,6706.0,UCAuYYKWq7txPuft_jsowwUQ,DrER.tv
3,25080.0,UCAuaBtR8Qr-FRomAAhaD22w,totallydubbedHD
3,2426.0,UCAvAaPlXvgsL0fZBHmQejrw,Thelma Thrift
5,118030130.0,UCAvBcst08Tfo4VNtIaRPTNw,Russia Insight
0,529.0,UCAvN9ZZcikXioxCb2BKCXGw,Decades TV Network
5,4847473.0,UCAvSnci_3qHF_7c2LQnP_wg,maneco64
5,129023.0,UCAvgeBRw4qUxB0XdBz89sjg,Cora Diane
3,2996.0,UCAvtUyWKjkmHH02Knm5Hf9w,Wplus9 Design
1,2097199.0,UCAx47c0j49yEjgoKvIa588A,Hush Kit
2,51702.0,UCAxEZq19Di0akK6neHcS4wg,Weird KickAss Moment...
2,19131.0,UCAxMEpfzdJ2dkrplSWehgcA,TokyoStreetView - Ja...
3,3593.0,UCAxdZr46KsyTYpJKAuJAJbw,Tomislav Artz
0,18551.0,UCAxlE0gqN9-dz1NB8xEoJjw,Gaby Dunn
3,38324.0,UCAxy9vKN0Uh3N8kbQa5gG1A,RTR TRUTH MEDIA
1,559.0,UCAy5X__tqsGnQs8-qEYdKnQ,Hujoors Kitchen - Wo...
0,513746.0,UCAyUvFMX_fvoxHydmkXAN5g,Aureal
2,68890.0,UCAymapMD-w1gjDJGrO2FOmg,Alabama Arsenal
1,13887.0,UCAyrKoW31y5UcsRjh2ItvxQ,In Pursuit of Truth
1,4898.0,UCAz71uuHDMs59AgS7kKcMew,Jazzy Rachel
2,579706.0,UCAz8kvJELvi2pX2oxFFmHKQ,KomalVlogz
1,4613.0,UCAzAdXDtEBr40mpEQO6hoHw,Football Talents Kin...
3,492.0,UCAzNREQfjp1UyM9LHZPjFjg,Dronemf S.
3,791.0,UCAzXqFoW1Y7KDqwZ1x5m9EA,Fight Commentary Bre...
5,148040.0,UCAzZQUlj_tpj6HPNmEFetqw,The Skinny Confident...
3,27978.0,UCAzhpt9DmG6PnHXjmJTvRGQ,Federal Reserve
3,116686.0,UCAzyoybKmWwvQ0aUZRzGZLg,TUBER BiPU
3,207037.0,UCAzyupPG4vdo8jd9nJ13LAw,Barry Lewis
0,26412.0,UCB-5u8VgFc_TI1aAj8_SmDA,RichardDWolff
4,1045734.0,UCB-UY_HpZgYMfkYi2Xxs-lA,Zueljin Gaming
1,2060.0,UCB-bfHWZLtadZPg1xJyVOig,StartoBuzz
1,176930.0,UCB-k06QN1UR1rxhkOZacxaw,hardknocktv
1,1720699.0,UCB-mfYAd3oJLEkoMxjRAxbg,Cars.co.za
1,746464.0,UCB-tYJQ4-6bLlhDHDU1zbDA,Bizkit047
1,3470.0,UCB0ErzS2o0rCmY88kcjvAUg,IgorTFerreira
1,2068.0,UCB12jjYsYv-eipCvBDcMbXw,Tech Primers
2,7737.0,UCB1FyeLuRpqi56bTzkIg-2w,ExoticCar PlayPlace
4,1061717.0,UCB1_GCA1xQB-Ida6-PqJ4og,JacobslifeinVegas
4,42015527.0,UCB1o7_gbFp2PLsamWxFenBg,X22Report
0,105661.0,UCB1zDVDtdPBWIsWldx6WePg,aammedia productions...
1,25028.0,UCB2TRuFjwgWdbHEaGHP1kfw,Byte My Bits
1,700.0,UCB2pRfE9A3Tksb8yzyIUOyg,Udaya Neupane Gaming...
0,2048.0,UCB2r6UX0EJn-i1cgMVqbirg,Dale Earnhardt Jr.'s...
3,176639.0,UCB2t0DdrCOE4NaGeg7BoZng,Anyone can cook with...
5,63920.0,UCB3-qWxI9uJObJTgR2df7FQ,Decor8yourlife Scrap...
4,11469705.0,UCB31gPHpQb9EcI1lh6Irwhg,Tafari Deansingh
0,2030.0,UCB3Vi7JKp5JBYKzEHDhrd9Q,2PacRremix
2,2203.0,UCB3aTI-aXv5bQwTy0kGkCEw,Keu Reyes
3,224802.0,UCB3kWK8GesBeF99IlZKaS_g,IntoWeapons
1,13257.0,UCB3ljzBbe82wEYhQ9-GPwhQ,Sahel Sounds
1,161241.0,UCB3ppmhaihB8rCwKGLVSqAA,Christinaa Danks
1,6029.0,UCB3uzy8Z4SzJuagdyjbea6Q,EverythingEboni
1,322664.0,UCB4VaK5rjEZb5rfU-nptTvw,SceneScreen
1,2411.0,UCB4iBA4ulKyw96mqvPWCB3g,Break It Yourself
2,1106.0,UCB4niyQLD6eGpgkQ2YQBizQ,AnimalHouseforReal
4,41596.0,UCB5AwR8lnqzsPS6iCzDZxwg,Marfoogle TV
1,97.0,UCB5Ow2h-0sIBcBtFMEomfHw,DuckHunter44
1,1483.0,UCB5_1RZCa-sl3lLovabg2Gw,EuS Media Production...
3,16242.0,UCB5dl6fQpcGdYzVx3hBb-6g,CIARA ELAINE
2,13618.0,UCB6-qAHxIsShhi8pKv0gcBw,House Music With Lov...
3,2860641.0,UCB62WcN2LgIVVFi7jNOLVAQ,Wisp X
3,2105643.0,UCB63zbGTv8JgJGdYCfS4yRg,KirksNewsNetwork
4,8682402.0,UCB6PV0cvJpzlcXRG7nz6PpQ,Motherboard
1,220093.0,UCB6WUoQ-2im9Xhg9-24NtMA,DjMp3TV
2,544217.0,UCB6zVHPkiS19Wt1y7Y_1Bug,BlueRidgeSilverhound...
0,11264.0,UCB70xOFOoRAklkQCNTJinvA,Azikura
1,1187.0,UCB7IuBnmK99ODbNFvMUnQxQ,High Fashion Makeup ...
2,22883.0,UCB7Q7U-eIVX8PxM8-oj5gYA,DiscoGnome
4,35925.0,UCB7TGytNsVUn-HuqF_5HudQ,SuperSight
2,104426.0,UCB7Te5Pb6LOTFV7i0Rzp8dg,HunniBee ASMR
4,5657205.0,UCB7ZX3piXOfyu1N9ho2ULIw,Deadbeat Super Affil...
1,229.0,UCB7lBXv2DDUVORy4EY2FngQ,Action Ka Baap
3,9350.0,UCB7wvgp4HUBe5TD10jIgxDg,jessicasmithtv
4,12.0,UCB84t63__P7DnYP6Nz4lRIA,Owen Adams
5,73820.0,UCB8G8GxaRwUmdtDWA3XC4Ng,Michelle Pescosolido...
2,612389.0,UCB8Kb4pxYzsDsHxzBfnid4Q,AlexRamiGaming
4,722903.0,UCB8UIVsBvuqcmGYVlmrLZOg,INNOVATIVE IDEAS
4,2237667.0,UCB8UnW8EnswqatlpPqf_cww,Krispy Media
1,261028.0,UCB8aP4lTavcfqJxwge4MQGQ,Alizee
2,20525.0,UCB8buiz24_VVzwFeZiuBJxw,Max Novak
1,2754677.0,UCB8yzUOYzM30kGjwc97_Fvw,cookingwithalia
1,20395.0,UCB90Sug0snkP1_nAFfHrajA,ingeniousclown Gamin...
3,2889952.0,UCB9IPcQ_x8dO66s1Y9FZUDg,Bigger Bolder Baking...
0,845.0,UCB9NKF413MKnUfNTbT8pwWw,Aaron
1,3851.0,UCB9i60b7L9WW8RohnYTx3ew,XTREME GAMING FEVER
2,656.0,UCB9mpngaQj8nq4Gj7WLpz3A,CapitolNewsGY
1,2131.0,UCBA2goeO-tJVVVDbTiFQe_A,Yetunde Vlogs
2,537.0,UCBACjepy5uEb0tRcuIZ9LqA,MolitBo
3,821.0,UCBAIx9PcDMIgM-GstG0o6pQ,discjockeynews
2,1216604.0,UCBAJMPmsTDPcDX4wH5aSaNA,Editician Zone
5,769976.0,UCBAQgjMqCuXQXfmLhtZuIuA,Bitcoin and Friends
3,1200694.0,UCBARESDB1dvUXUHZwIVHUdw,DrawingWiffWaffles
1,7718.0,UCBATyprAqzS_bUWUsqxxmQA,Zenia Reads Things
4,288938.0,UCBAciNG_R9nqVBk45qKJN6w,JTC Guitar
2,1906193.0,UCBAv7_C8t1pJYaYykCjkFbw,Jessy Styles
3,6703.0,UCBBEydrhqJksDcod22TdEUg,IAMLXGEND
1,29810.0,UCBBFwNPhw5R-Km2f2_bZL_g,the.leviathan
2,4255.0,UCBBOwiAeNJpd_m6BZHbCilA,ForeverCryssy
0,550.0,UCBBUqdrBcaeo-4MQwYQ-12w,Ariadubs
4,625.0,UCBBojz4VPGSIgaWbyUmdd9g,ChimeInWithSochima
2,5376.0,UCBC9xpIuy_Q5tVB4yGsOLZw,Mod2Fame Vlog
2,4018.0,UCBCOhRJUlFPMFLYFdv6UPHw,Blackboard Inc.
3,1095.0,UCBCV1Jx4voCUGT_9lNkGdhA,Junifarben Illustrat...
3,1338.0,UCBCaO28GYGr7IoKVjT4Jx5A,Cooper Hewitt
3,3190.0,UCBCoVDbcKFRzpmuMG7fctCw,GoPlay
0,89949.0,UCBCsROAyJT8naGaB92bfkrg,JarradHD
5,32628001.0,UCBDrbqudUtPUQxAK_K2JaNQ,Lisa Haven
3,13354.0,UCBDuHZ-6IASDQtq9YnW6Mtw,The Magic Show
0,10964.0,UCBEcQzSjUXZcoeK7_Yy69sA,Creflo Dollar Minist...
2,287429.0,UCBEf6WIIYKa0l6m-1A-2Q6w,Christian DelGrosso
1,8717.0,UCBEn16R9Djx9N2GdUXrnrAg,Brian Hendricks
4,53629.0,UCBEwcP6rsQSGJ3G869i8-IQ,NFSA Films
4,31743.0,UCBF3kKYVqjBlu2el9flHj-w,Krystal Allen
4,10699.0,UCBFCMtS6QSaNkOOmlyL2Gww,Just_Anne
3,24874.0,UCBFsmJJch-ZigYRmqGrx56A,Philips Healthcare
1,10231.0,UCBFwKvQP5eUJaNDjJGfSvRw,Source Media
1,2065.0,UCBG-hVVBmrgRb4TIqp3t_Qw,AutismOne Media
1,890.0,UCBG4rqCrZSvUsgdoAC-hu0w,AcidGlow
2,17109.0,UCBGHNezJkCydyCA2PUEL1zw,Jolene Sugarbaker
2,1959.0,UCBGPPOAPN97skbOnih9v76w,Pseudiom
4,5216621.0,UCBGTFRlxG_irLDDZA3ZMdSw,SMART BANANA
3,1679879.0,UCBGUnmocYqQcBQMGWmPNpbA,WORLDETHQ
3,77284.0,UCBGbTTcgn8AVEsEWdT3tI3Q,IGP
2,126486.0,UCBGveH0QXcGtTETUb-Axt6w,Lalit Arora Live
5,1916377.0,UCBH5VZE_Y4F3CMcPIzPEB5A,Real Vision Finance
0,6920.0,UCBHHB9dOyKNpWCcs_RS4xFg,No Limit Designs Ltd...
2,13718.0,UCBHLRCpd7hE5wto7xe_RhNg,Claire Ashley
4,396519.0,UCBHoPcJMiFe6CuVY2X7I0YQ,Brett Kingman
1,66640.0,UCBHu7LsKiwiYViR230RtsCA,Joey Salads
1,19838.0,UCBI-VBrK8gcZLBK_xG_Ou9Q,horheristo
1,94428.0,UCBICYWRlMC-s-N_Vk0o8hJA,LamborghiniDallasUSA...
5,31318.0,UCBILFOvoJ4x2bRhfSapAopA,MEDspiration®
2,423233.0,UCBINYCmwE29fBXCpUI8DgTA,MostAmazingTop10
3,44798.0,UCBIObHID9vYsowPtbYKVdMw,Become The Knight
3,658.0,UCBIer8atmc8qbs2gVgw_7rA,RobMotive
3,6587851.0,UCBIt1VN5j37PVM8LLSuTTlw,Improvement Pill
5,1083944.0,UCBJ0p9aCW-W82TwNM-z3V2w,IOHK
3,270114.0,UCBJ7gAcFdfFUrosGS9j1B7Q,Tracie M
1,4779.0,UCBJJDv_XQha4wwaudZUuxKA,Tragic Hero Records
3,39677.0,UCBJUL9OfD2FvF3bIsBL9Dmw,Kate Northrup
2,17496.0,UCBJZbXSyQkWgLFFZoqe_gRQ,Leerburg
4,558380.0,UCBJdB4UxVvNfKPdm9VXC3yQ,Crypto Jedi
1,62435.0,UCBJqNIsme20qSw-0qW4pBxQ,SaltedCaramel ASMR
1,8402174.0,UCBJuxfqZuiibvcwSc8ViGsQ,A for Adley - Learni...
2,116192.0,UCBJycsmduvYEL83R_U4JriQ,Marques Brownlee
1,5760.0,UCBK-IXazHYcYit0K3ESnaxg,Emerald Island Relax...
1,22549.0,UCBK-zSfpaaiZBuOK1UIHt3w,CJ
2,1337596.0,UCBKC3hxC915lESQNlwEx_CA,Sandra Pilarska
2,345.0,UCBKF92Pz9PXs70s_AN3-YrA,Chase Chewning
2,2115455.0,UCBKFH7bU2ebvO68FtuGjyyw,Roxxsaurus
1,4306035.0,UCBKl6dvovIS2_XUpUD0AkOg,DeeMarc
1,15368.0,UCBKy16eRVMjRitLjktLDlmg,Aldas
3,33687.0,UCBL3dldCxYadevIxqENdPqQ,TheTrueBrits
0,501.0,UCBLF5teKEUzTN5gZ2zgR0kQ,DiscoveryChannelInd
3,443846.0,UCBLGQrOOfs5l7fay66B2-3Q,Silver Report Uncut
3,6905.0,UCBLHhOS9kpixWuLmBP6oIjQ,LinuxTechShow
2,836150.0,UCBLbx0zwDcFoKV9pdyOTuLw,Timmy Timato
3,1614144.0,UCBLzhBiZVCy0MDyhv6rceJQ,Sarah Betts
5,1614.0,UCBM3DKDLi9vfaedQeFP4vBg,4 Quarter Crafts
2,77168.0,UCBM6AwaDl8uPVAN_BUIqPUw,Anurag Aggarwal: Bus...
5,550724.0,UCBM9Hr617iNyqAbKPydkvMA,Patrice Washington
2,18000.0,UCBMBe8aHNhyLsJpJurCaU_A,House Flipping Guide...
1,832.0,UCBMFI7zba1Ho3F_U7czxD3w,SheKnows
1,4080.0,UCBMIgIckWlxut_sOq2riT7g,Coldman Beats
0,41168.0,UCBMPaqi9mfzRag1m7rKT1Ig,Jeffrey Grubb
2,12995.0,UCBMatqoihX2vXCWeXctxlGw,Spotty.
1,811.0,UCBMtWSTjoYfakbUUqEJeYsw,STUDY HUB
3,3531694.0,UCBMvc6jvuTxH6TNo9ThpYjg,Ubisoft North Americ...
3,1286211.0,UCBMxQPhfM6nkhQ8vPfQhkCg,ThreadBanger
3,5894.0,UCBN2PnishviqgUgvn_j9O_w,unrwa
1,169976.0,UCBNG0osIBAprVcZZ3ic84vw,Jim Browning
1,23455.0,UCBNHHEoiSF8pcLgqLKVugOw,Marcus House
3,5762.0,UCBNHWL0IRy-gChIWwDRJLYw,Nia Nicole
5,165437.0,UCBNkFkGVljRCqdZAu1-4eeg,911TVorg
3,8455.0,UCBNmpyNc3k_ZFGcLGRX3DtQ,Ashley Bedeck
3,1591.0,UCBNrmfR97zCHyeyHU-egJqA,pushREC - Robert Zin...
2,19029.0,UCBNt7c_WecLlbn86vtP2k5w,Dekon
2,2242.0,UCBNvvmhKeuZZhWCA7Yddkig,American Chemical So...
3,989698.0,UCBO9acnsfbzEL_7am5N2z8Q,Servida Music
3,1874017.0,UCBODyKF0JMbUd6D9Bklyzbw,Alpharad
1,1257.0,UCBOV814sSrufYjAU4cZhaWQ,Nils Smith
0,7813.0,UCBOcmu53qKpPR32ZHZLXtyQ,Piaget
2,1594.0,UCBOjUoYy4CuNOXDMJuhGjcg,Harvey Dent's Fact F...
3,8317.0,UCBP4ONfugOhpI5juBKE_PTg,Denae & Andrew
2,23023.0,UCBPBm0lmc-W0m6X-dXYTjqg,news672
0,13584.0,UCBPKtm8WwAx5EAUyfrSg2LA,SheerLuxe
0,7985.0,UCBPbbMWYlya8lbQttrlijuQ,Tenser
1,1285.0,UCBPcMHO_s5szevUychOce3Q,LETZUPLOADIT
0,8652.0,UCBQ2ugESBaaZ9TFLNjY-SbA,Now Toons
2,3463.0,UCBQccKApVf8hfTbumKTjHwQ,Jake Rich
5,237428.0,UCBQeG2ymU3Vkr92cNweviPg,Kimberly Flanagan
3,28492.0,UCBQyZFKoslZCi9aScaTNNHw,AmericanTrucks Ford
3,14989.0,UCBQza5Ie61SqzFNl2lkdNAQ,Amy Darley
3,12008.0,UCBR6fDYOfBAh50f2IBt62aA,U2GO2 Heaven
1,182947875.0,UCBR8-60-B28hp2BmDPdntcQ,YouTube
5,303055.0,UCBRFzMFk4U_yJSEGWR2EUCg,Brittney Enora
4,3311.0,UCBRHRiTeLsTpNJGBPYkh4MA,Ann Eckhart
0,17462.0,UCBRhz8ZnytVnkCsbUFupRmw,AdviseMyStyle
4,70351.0,UCBRmzqswNKBPnUZW2df3DPw,VatiWah
1,15617.0,UCBS-120wcg29JBwONTQ9p8g,Chelsea Luna
5,4376.0,UCBS1NUWY7oC6FFHaXQy4zAA,Zach's Tech Turf
1,11466.0,UCBS_SNpu-YG44tmSnOwvTtA,ePainAssist
1,255373.0,UCBTAmq05nl9EkZ_F1S_NfzQ,Shilpa Views
3,1860.0,UCBTNyrZoiTweJ1PZsJgdWTA,Tulsi Gabbard
2,80203.0,UCBTlXPAfOx300RZfWNw8-qg,OperaVision
5,8504.0,UCBU0SoyQRFlxZdxoOiHPTYw,Storyful News
0,85243.0,UCBU23LxWgTuyihnUlW8tPWQ,Dimpu Baruah
0,43848.0,UCBUK2CP6lfCGLEDEUdlnXdw,samspace81
3,404.0,UCBUPMYbDqh_wlk4BLVuA7NQ,SundanceTV
2,1246.0,UCBUSZK1OyuyHpZnGilUzj9g,Thales
3,38798715.0,UCBUVGPsJzc1U8SECMgBaMFw,BuzzFeed Multiplayer...
1,21326.0,UCBUnsgGMmjcDxHUEctorZ6A,SendIt Steve
1,652.0,UCBV7qKsT7Xuv_jJrb7WZaYw,Vlado Footwear
4,5057790.0,UCBVCKaj6iHSC1PxiIez7n7Q,Powerful Mantras
5,385402.0,UCBVCi5JbYmfG3q5MEuoWdOw,Udacity
1,441.0,UCBVGZny2lpynNDQe-rdC1eA,Amerishima2012
3,57175.0,UCBVOcfU9u1oF81Sb1RXgcIg,JINAN PROJECTS
4,20176.0,UCBVQiMyzA-ZklUJVRavnvew,Renaldo Gouws
3,4665.0,UCBVYmXSIzHq_gXMZpsfd9kg,6oodfella
2,1203322.0,UCBVhZfOJbmWsNUyExuTVS7Q,Adrian Bryant
3,1186.0,UCBVi4dkN5w2HHyPyzaMF_7Q,Stanislav Stanchev
3,26127.0,UCBVkQp7dLhvlvNtt9pQ7u6w,Lia Griffith
2,77214.0,UCBVo5w4Cvm3_AEEBqsHjXow,Computers adda
3,305912.0,UCBVpWOd6ko7W_zqxG6O2qTw,THE BIG FACTS PODCAS...
1,23.0,UCBVrg3-etpFbKdZYbGuZqRg,Karel Vohat
3,2194182.0,UCBVuu8gCilHCX19jYeiuDDg,Tam Lu Music
3,21410.0,UCBW6ihjCUCwyYJwdfVntCOw,Supercars on the str...
1,90045.0,UCBWJEa2VHKB3PXHYMpgOj1Q,Flixdome - Full Movi...
1,28107.0,UCBWcd72nRbBflXtJ1xmREdg,Everything Is Noise
2,65359.0,UCBWlVdMjubd2k5NwS_F8TnQ,Reviewed
1,1589.0,UCBX5er6E37_yWB3gCM32p3g,Science News
0,952.0,UCBX5rrWJZG-s0Xcyf6mXVUg,Pearl Salinas
2,26743.0,UCBX9GAk2hXFRuT2u-_GN4RQ,RVR2
0,4245.0,UCBXn1nJgmCeM3gt0CI99b6g,Crunchyroll
4,95767.0,UCBXyNhe8vQZ7BeOLKlL4Mfg,DIY Home & Crafts
2,7767.0,UCBXzwN8lcK7TEjKecq7scHA,DOT COM US
3,5955259.0,UCBY0YI99QD1keTijkpGjQQw,Fact5
3,57620.0,UCBYFqvKiaUEaAIBx6Mw9qIw,Toni Olaoye
4,1967020.0,UCBYGB7ww88lnDP9Fkv0m2GA,scottied67
3,1200638.0,UCBYXYskkzGl49aVbhCBiiPg,dsr07mm
5,2742171.0,UCBZUcC_0ktWqj_CJi2w3-QQ,Howard Wimshurst
3,2360.0,UCBZw16qkPp-fTfpKPcmKpSw,Dove Danielss
2,11378.0,UCB_5gNSRodfgjPI56LlKlgQ,Kelly Eden
4,1314603.0,UCB_LokMGZ7YOA5vJnhGak_Q,DevTech Plus IO
1,231508.0,UCB_TGajnJymiSmu6zWkjW2Q,W magazine
4,492039.0,UCBa40RzjPF0F483PJJEiFdQ,CapOhTV
4,70261.0,UCBa5G_ESCn8Yd4vw5U-gIcg,stanfordonline
4,86182.0,UCBaQgo_0obfprB-zrNaFKzQ,Today's Information
1,7427.0,UCBakfzagTzx0elg6atRkvow,Tony Miano
0,101557.0,UCBamg4BvhCkztN7bPmR14bg,Hot Creations
5,42947101.0,UCBayuhgYpKNbhJxfExYkPfA,Warrior Trading
0,3657.0,UCBbB-PR9CsGcMnswP04TbhQ,PureGym
5,325388.0,UCBbDWMccTJCL0WmbMHNLZIw,Max Dalton
1,6267.0,UCBbVVTSQkXMwrCKtStfDhgA,The Country Cook
2,659193.0,UCBcFoQPB7137UekX118Db0A,Richard Dwyer
5,2618912.0,UCBcRF18a7Qf58cCRy5xuWwQ,L2inc
4,10221386.0,UCBcVQr-07MH-p9e2kRTdB3A,J Utah
2,169858.0,UCBdDCfMX_NaRYLejRJHZZ1A,LewisBlogsGaming
4,5423.0,UCBdd24j_O7D5C4oraWnKrwg,JAKSON
2,35750302.0,UCBdejLBeGz9nD9H315Bjscw,LIUBCHENKO
0,66688.0,UCBdkMzYhttCpHf6dTSHBmUw,KlsDrift
5,325077.0,UCBdurolGhyELKBjd4YYTxyw,Age Of Truth TV
2,291295.0,UCBe3AJEV4vXAH5xs7eVyTTA,Jessica Vu
2,8281.0,UCBe8cEd__AoJESVSUnB2YIA,Jake DunRite
1,498190.0,UCBeKQoyinCzc6JdS_47nHKw,Hanna Öberg
2,14076.0,UCBeOoFq84k9d5xRRjOpQ6xQ,Karthikha Channel
3,16145.0,UCBeejdV3n6yiuKvFAmmKMVQ,Picture Anime
3,275391.0,UCBflVfI56v2JWuGhNTUbgYg,ToughRecoil
2,477.0,UCBfzOKtlDoZweXIobmq446w,BTWN Paranormal
2,1836.0,UCBgC79X3xSzZmxtU5ipZJgw,KaraJayne Makin
0,510556.0,UCBgFCYav_VU4Mx8lWtJcB0g,Khana Manpasand
4,828151.0,UCBgPxTfodXMa_zavgl0DX7A,Jason Wardrop
2,24316.0,UCBgTfrT490nBiogh6MKm0gw,Tommy Callaway
2,47181.0,UCBgWgQyEb5eTzvh4lLcuipQ,Wikitongues
0,241.0,UCBgdXsT-dD4eF5PQLrx23sQ,Ryan Zehm
2,789878.0,UCBghOlOY0rHpNmj-0cWMY5g,Sally Jo
4,116952.0,UCBgofU0cs7Mv-1UDmqISP4Q,VLR Training
0,305973.0,UCBgpRrt2hplXnxOXwWwEiwQ,ZaziNombies LEGO Cre...
1,175963.0,UCBgq1eZqedVaUUyk0dABS7w,Tech Stories
3,49178.0,UCBgvmal8AR4QIK2e0EfJwaA,Science and Maths by...
2,912.0,UCBgwjzX9lmNhJZo69gCdTgw,Glen Gillen
3,224797.0,UCBhPkAuGks2UkizNMbtW6uw,DBS
1,875.0,UCBhSgmN-WcMym206IsMrA0g,Wings Like Eagles - ...
3,2414018.0,UCBhStnvUsWCMvAUj7UGj0Wg,DRJ Records Movies
1,490.0,UCBhntblOBXsOk9ey4FPtj3g,Real LIFE Edition
4,13981340.0,UCBi2mrWuNuyYy4gbM6fU18Q,ABC News
3,3393.0,UCBi8uRE1XAVIOwOTMp-gWKQ,StewarTV
1,1090.0,UCBiIUhuT9EK0btwiZmRINHA,Windows On The World...
2,1882.0,UCBiW9njteBsQrnufbnnqo_w,Domingo
1,10568.0,UCBizESL5Wcvcxs2eB6h0txQ,Dana Ashlie
1,124494.0,UCBizx2Y4cO2pk7fFKVLzn-Q,PRETTYinHTOWN
