revenue_diversity_score,view_count_sum,channel,name_cc
1,16551.0,UCf_gZI5WKhSL9sUEQfjQ9_w,hazepages
2,1038569.0,UCf_oZtjZcE_NOzYaQ1uPYMg,PrestigeIsKey
0,35050.0,UCf_qcnFVTGkC54qYmuLdUKA,Grayson Hobby
1,74118.0,UCf_suVrG2dA5BTjJhNLwthQ,Odd Tinkering
0,69398.0,UCfa9tKlnwb5o8lW_1xhO1xw,Blakes Exotic Animal...
2,6960.0,UCfaAUEY_saRfRAzpxjhLitA,Adam Mishan
3,6947.0,UCfaEB2gjP165luktdZ2iYLw,Hunting The Dead
4,6629077.0,UCfanFJxvlUbr17-iaYXUIoQ,Freya Music
3,1770001.0,UCfaq-2udXbx8BNbuzRvc5sg,Smooth-On
5,156044.0,UCfarI10hedPeezHyVuWYSWQ,SoloTravelBlog
1,48764.0,UCfaw09zCWhmBOSlfznPpZlg,GetsusekaiStudios
2,25903.0,UCfb5jLrgmnQz8IUxHU--8OA,HEAT Ledger
2,167204.0,UCfbINmFnhxmVCzYLGPrJ9-w,DarkPurpleKitty
3,24224.0,UCfbZ2GJspTSeCzr3S4Ua6qg,brummymummyof2
4,848961.0,UCfbqO0LtXWrdoenkD2p48pA,The Brainwave Hub
5,1434022.0,UCfbrK3c1afSF0EC1NAUXZLA,Geekanoids
3,1909.0,UCfcIRCpBxK1f6RjWzLBXOHw,Foreign Policy Assoc...
5,2327403.0,UCfcuwyq5HVvFvQS17OhQK8w,crypto Eri
1,1831.0,UCfcvCv80Ke6DrSvglaeog_w,Vape Don't Smoke
5,637237.0,UCfcygBmCElEhdnoMRlJV33A,Amie Howard Art
4,5085741.0,UCfdNM3NAhaBOXCafH7krzrA,The Infographics Sho...
0,26592.0,UCfdgPVhm4YZXybgrRI6WcyQ,Mariam Musa
1,1680.0,UCfdth9WR6aRPntd31fEZ5Rg,AndroidWheels
0,4229.0,UCfe9w9GlV4iWzwHrwi2G0iQ,CrashForce
4,165873.0,UCfebQCPeGR94FZc1WPOuX2g,Chrome Vending
0,1286.0,UCfecnHBUnZTOND-26ZHTZXg,Queen Halo
3,1517.0,UCfed0SJsJPmv-TTlZfHFWpA,TeCHnical sHarma
2,70679.0,UCfeeUuW7edMxF3M_cyxGT8Q,Thooorin
5,14375077.0,UCfelpouIc8hS7cBXnVKRBpQ,TouchGameplay
2,333252.0,UCfezc5uG41UiP8cnZGx68qQ,RossiHD
5,286807.0,UCfezf9jVcGECLAJ8Y915ooA,Sukhdev Taneja
3,378321.0,UCffCm_GFgRaE0Opr_9LTP8g,MissJessicaHarlow
4,808537.0,UCffSSB5mMyL3uTDedHAZy4Q,BMAC
4,30898.0,UCffWgsCSfy26LmaY-5HcxmQ,TiffanyRotheWorkouts...
3,887752.0,UCffr6S11cSULYkSj_B1sdWQ,Tommy World Power
1,86870.0,UCffs63OaN2nh-6StR6hzfiQ,Nicko's Kitchen
2,286.0,UCffsCK4iuSC20d91ZEVYj5g,JamieJones TheCarMan...
4,18940.0,UCfgEOIlekloRerL7-kL-tBw,The Frugal Resinista...
3,4522113.0,UCfgZg9Vl5AwedH14BYgLXTQ,SidTalk
4,28500.0,UCfgnoXLACG-UeD1mlTJXw8g,The Freedom Theory
3,3322.0,UCfgoWb-F3Ja6R8v9xWQQ2eA,Count Jinsula
4,89016.0,UCfgtuaUadGgOA-91geQ8Qog,Canadian Prepper
5,112801.0,UCfgvmQDw3cZqi3zTHFGgyxg,The Melea Show
5,985726.0,UCfhCBX-PIg7H92L1Kz33q7Q,Cog Hill Family Farm...
2,29679.0,UCfhCa62y-nE-5fy5X4kDK9Q,Network Rail
4,389.0,UCfhFqzC6n9SCOEBgYDPSmCA,TechOn24
3,53599.0,UCfhW84xfA6gEc4hDK90rR1Q,Thomas Heaton
3,24746.0,UCfhZ5VVKCttUDr4YbF1Fx2g,Duksh Vlogs
3,3532284.0,UCfhbydY40P2Lli9HuBz8cdA,SeeKen
1,1583.0,UCfhbzQ9b9ElYKc5cGdwG9PQ,Dream Mining
0,332367.0,UCfhkGjoF4I8y3nBX5wpF94Q,GolD Nakama
2,51869.0,UCfhkaO2fOmIX05DQ72uZsig,The Asian Capitalist...
2,10391.0,UCfhmhYx46fkIgr1MIehgaKA,Lee Wrathe
1,35419.0,UCfhzTBqTpQUspD_TZwrVDrA,Hashtag Cuber
4,2524.0,UCfi9nEzuELNUljUWjFxjRmg,FearlessMetv JoPaddy...
1,13510.0,UCfiEZ7ktG4h6NkOWDNiEOow,Michael Billig
4,63893.0,UCfj9TK1mhbIWpcmP5rcIfYQ,The Paranormal Schol...
3,14011.0,UCfjBWQJdAgmcJEvFIC0zV4Q,Mrs Ginger Beauty
4,59257.0,UCfjFBgHkjKkzkQm92dzfvrw,Jacob McDonald
1,74.0,UCfjP3g6KlE5urBZCGamFKQg,Shaw TV Nanaimo
1,1060.0,UCfjiF6LH7fxeEoe8u6PONDA,NoGutsNoGalaxyTV
4,43821.0,UCfjoPL1zn6jtNWNJwq6H0RA,BOXINGEGO
3,114217.0,UCfjtJ08fpywI3RU-R-YalDg,Get Out and Grill!
2,2918.0,UCfjvEhw87LGduwCUPi6jkkQ,Times and Democrat
4,350397.0,UCfjwe-dScDx3YMbX4bgH8ig,Crypto Abyss
1,236.0,UCfk7Z7S95bFFoTL136exnAA,Michael Langerman
2,123844.0,UCfk9uH4qd5Q7eIYb56jwIOw,PSDESIRE
2,24636.0,UCfkA_Jkn26vKJBsk0gmTVgw,Paul79UF
4,123049.0,UCfkpRl1dykCRyyspOB0hffQ,Better Sax
1,20137.0,UCfktPj8y08_k_NW9UdHgYOg,Packman
2,1404.0,UCfkzsfj7Go1Q_kRFZmJptsw,studentsforlife
3,44959.0,UCfl49oZa0uJq_5ZpOb9drrQ,Normal Guy Supercar
2,8652.0,UCfl7QjSqri7rbGeZAidKamg,Expert Airgun Review...
0,23828.0,UCflN3PigLAGHxHOE2zRGCug,5HxCC News
4,67092.0,UCflY80HJ6jieVfdWiaDL5-g,Pawinning
1,167.0,UCflcTDN0OO8EktqDKysjSHw,News Hour India
2,25995.0,UCflkKrWXg5F-BR5omd4qr2g,Replay Value
1,89044.0,UCflmr7Tyyy38MaAENetim_g,7activestudio
4,37079.0,UCfmFcuirNSpFpUEGcnq7gBw,Hina Usmani
1,5150.0,UCfmGthmcyoEAc0ChAAgke1Q,TheManeObjective
1,399.0,UCfmL7-BgX98xJYPnHOGAB8Q,HELPING BHAIYA
4,1961.0,UCfmwdK_oQj9frilMjjPaceA,MissHollyBerries
2,1359.0,UCfn2DhhXkx4Gw9bLhmUSdyw,Techy All in one
4,903928.0,UCfn_qdZ1XMLRKIfMhexjooA,Atua Mo'e
1,11641.0,UCfngOTL4QDBbmjT3o8pvQfg,GodsonFTW
5,1706515.0,UCfns9E5hQY8gDO4LEwUCoYA,GlamFam
3,48726.0,UCfnvXQfkfke42sXFrdctsjQ,HairMD India
3,13282.0,UCfoDZmwiOuaZd-g_cNdMl0A,Trinity Apologetics
5,2374259.0,UCfoEqIFtqfc6xBV185DQnBw,Fieldsports Channel
2,1957.0,UCfoGq7bsh0Qn6ij5yud21lg,Music Affair
1,262585.0,UCfoRe4iY71B95fFmxPqsUGQ,Creative Idea
2,269481.0,UCfod7dn64deeX7LZlpb-ctg,Danny S Hodges
1,1998.0,UCfp5MBK2IC90Bdm5IQUJvYw,Michigan Medicine
5,5521985.0,UCfpbDgJez7lIweqI3TO2rRw,Steve Cioccolanti & ...
3,9619.0,UCfpssqljDUh-vXvNRcvqE6Q,Mobile Computer Solu...
4,186327.0,UCfpvDwxlR_VeApVep4hhwUA,Tar Mar
4,20318.0,UCfpw11tqWqXUlJ_DrO-IHdA,HalusaTwin
2,1712.0,UCfpwYA30ovTbOPgEIpJt9LA,SophiaRSVP
2,18182.0,UCfq2RH0Gw5M0JOu3UPejZHg,MAKEUPMEJORDYN
1,1290.0,UCfqec6hc_zc2pM78ozgTbRQ,Jack Canfield
4,4294439.0,UCfqr5I-0RKK8Ha1PeKi0_ig,Carolyn's RV Life
0,31592.0,UCfrKZXsqNroRPetOKBbBxYQ,Poketon96
5,3518.0,UCfrcSa5UNd9y_6ytv1M3Dtg,Greg's Channel
1,107560.0,UCfrhuhTDSpVhK7omh_ZIKaw,Murphy's Magic
3,43014.0,UCfrkBCa4zJ9lUdmK5-Mq7SQ,Hayley Morris
3,2325.0,UCfrs2WW2Qb0bvlD2RmKKsyw,SGCrawlers RC / MyHo...
2,440.0,UCfruq9bStxVa7P4lKpHOMwg,BasicBenjamin
0,4637.0,UCfsDR0U0OaZhVuPDs99XzeQ,Kotaboy32 Tactical
1,1365.0,UCfsEXUDmvZRTifUBuH10sMQ,Chelles Glam Home
3,451.0,UCfsF9VjcBuXAY_oqRjnXAcg,Koolio Gaming
1,4119.0,UCfsbEYV-wp5tidXFnezrOiw,Emily & Dolls Channe...
3,55084.0,UCfsuI3-92QNO3DVy06PO9wg,Skeptic
1,504762.0,UCft4zGZ-FKG-hgiw_yulNxQ,Pete's Garage
1,26705.0,UCftCyvtkr7PEE4_TOAuXm6A,Crimson Engine
2,80327.0,UCftK-tQH9-Pp68v6ImVbrzA,LastStandGamers
0,848.0,UCftP7-QPCcZWywcf12B6RqA,VINCYPOWA
2,1988088.0,UCftcLVz-jtPXoH3cWUUDwYw,Bitwit
1,29462.0,UCftdWt8OxUQ3FKYtw2G6lRA,Coding Passive Incom...
3,2498.0,UCftiw5SpXd7bV-GiOhu-d2A,TheUrbanEve
3,1974399.0,UCftwRNsjfRo08xYE31tkiyw,WIRED
1,17562.0,UCftxcAjeo2oxI0a2cxud46g,DashingRKO619
4,5127.0,UCfuEu0ff9Yy_oA5U21C5Stw,White House on the H...
1,1799.0,UCfuOTjs6DLxhn16mQp_5Ajw,Steven Johnson
3,109026.0,UCfuPAHPPcsmWSDCJecxjQ5Q,Chad G
1,413919.0,UCfuSelBtnyCACv0KjG2P1-A,CroatCode
3,533.0,UCfuWmh-WTfsyVNaTy-JZr2Q,airailimages
4,1740778.0,UCfuZ629DaCMap9gVd2taFyA,JelArts
0,5829.0,UCfu_w_SCTrQSZaa5mx_qYHQ,Amanda Flaker
1,5360.0,UCfv4bKvbQ7NbqGooqZEj20A,SYDtheKID
5,640271.0,UCfvBdJc19LgQ9MracAerOYg,TEN NEWS
2,10142.0,UCfvGef0uQItBxw81HVnPApg,Jackie Ding
2,22884.0,UCfvNrrg2yltepcCD9fl1y5Q,Radio 419 MegaHertz
3,184871.0,UCfvXCrP9hxn4rmQ5PCzYq7Q,iPlay4K aka iPlay8K ...
2,6950.0,UCfvjBeRMDCsP3-9UkWbY3_A,Rocky Mountain Elk F...
5,68106.0,UCfvnJmp1t2U1l5fCF63L60g,ॐΨश्री �...
1,66694.0,UCfw2hvuj40AChU7n-N-PRHA,Apple Explained
4,4389.0,UCfwA-PSw_TnMyHc0onXW9Ug,Project Happy Home
3,1350131.0,UCfwHP1M0AFSPqTdjzXhV0Zg,CookingShooking
1,3799.0,UCfwY1WBJRCOP17Gpa-6l4rA,Graphic Online
0,47681.0,UCfweteqnwK2ayGQF5LvOfUQ,Brianna White
2,223372.0,UCfwx98Wty7LhdlkxL5PZyLA,Barcroft TV
1,674.0,UCfxV3f4XXX_GP2Wm9Z-1B_g,SimFBallCritic
4,46963.0,UCfxiSSeUOv-sNJLyHLm-mtw,Cliff Terios
1,367474.0,UCfxj3xwpeGWOzqUZn_r04jQ,Rainbow Jaden
1,2958.0,UCfxxwHTnP6w-OxtfCFPFLlA,Divya Paawan Dhara
1,2900.0,UCfxystasPYlth795_HcvGCA,TheSmoaksVlogs
4,1424.0,UCfyN7moqhBJbILGTjPVv42g,JCCCvideo
1,507.0,UCfyc1DsJ2AHFy_K1vADeLAw,KNOW IT FAST
3,3778178.0,UCfyehHM_eo4g5JUyWmms2LA,SORTEDfood
2,15544.0,UCfymZbh17_3T_UhgjkQ9fRQ,10TV News Telugu
0,66277.0,UCfyybyJ47yJK7bROBn98Jiw,teesam
1,8701.0,UCfz7D0qpCjgxtF26icPE-fQ,Ector Vynk
3,156.0,UCfzS8cSASfBO9c4-RRBCNCQ,Mr.Technology & Arts...
1,7558.0,UCfzi-ulUu8pg1avo3doFiMA,mrmattandmrchay
2,9928.0,UCfzkXfOUvEoalLgEjBQVbYA,Missildine Online!
4,19733617.0,UCfzlCWGWYyIQ0aLC5w48gBQ,sentdex
2,4280.0,UCg--XBjJ50a9tUhTKXVPiqg,Security Weekly
2,363.0,UCg-3F0aA7_q2IU-HPMhJzsg,SportPesa
2,588699.0,UCg-ELivZPRYQh1aRyVdwtnA,MrLou
3,155234.0,UCg-Vit0kkfLl_46UcQS5N2g,PacPacBoy
2,2755959.0,UCg-YSRB6TsIq-c5PUZ0F1Jg,Cookies Cupcakes and...
3,191107.0,UCg-_lYeV8hBnDSay7nmphUA,Sampson Boat Co
0,4081.0,UCg-gXPH7qvQRq0a7TJ_gYMw,belovesick
2,6023.0,UCg-k7h0iVzfp_PYa_elpjWA,khroam
0,13288.0,UCg-xQ0G82QaFEleKprl04rw,Jett Taylor
1,103997.0,UCg0BZXZm905Jr8g3S05XPIw,Beauty Pageants
1,11062.0,UCg0OFlaaLAqcadFsJPCNIoQ,SL Tech
0,309.0,UCg0RPQErGnFUti6K4_8fXcA,smallhedgie
4,1077993.0,UCg0exrjbJK7fhtpz9MfoxLg,JENNIFER MAC
3,19524.0,UCg0sL-UssDXE2Ohk3Dfpz7g,Johnson & Johnson
2,106.0,UCg0xD4l2fL7JGmolZmxlu9A,Seat Time
5,695488.0,UCg1HIr-7RrkxiU4NyIVr6Gg,Demetris D-Papa
2,23497.0,UCg1JSC2F5yMSvKEEl4xt9Pg,olgatoja
1,2252.0,UCg1UDkbSBfHn8zs-IRZmILg,Beaded Jewelry Diva
3,2428.0,UCg1_czdu2QkLvH9eKRxHolg,Kelli In The Raw
1,5908.0,UCg1cMzwZT80JNvYwXnujp_w,PINKteeROSE
1,23017.0,UCg1caaGlJFsW0kv4G_QJklw,Amor Antasia
1,466.0,UCg1ioZnEzgVrM3lHFNwZV6g,Amal Ratheesan
1,4625684.0,UCg1k1rYqCcUOYiKyrUmPSdA,TNTMan93
4,1157994.0,UCg1lOvBv6l0TzmiUvEL53UQ,Beast Of Ecom
1,111.0,UCg1x68M7iryG3Mact_-M2bA,Two Lost Gamers
5,35113.0,UCg2ChXeX2tqSOZfTHetbIgQ,riannstar
4,35391.0,UCg2F6yUPM89HPnOw98FTk9Q,Flipping Mastery TV
3,3450402.0,UCg35vIcRgLrGNUbJw9Kfv5w,FYC BTW
4,2600854.0,UCg3B_joekBGJ1s_4fRjsMKA,SMB Capital
1,14850.0,UCg3BwVHUTPSBTd1XTreFKSA,AYAT
3,1022328.0,UCg3F5jxUrSvJQICen48cX4w,Mindvalley
2,6183.0,UCg3JVFlpboKumTTij_HW_ig,Join Films
3,1318.0,UCg3_C7BwcV0kBlJbBFHTPJQ,Global Citizen
0,10768.0,UCg3gAifV0z9jGRwBWMvc9Dw,Photos of Africa VR ...
1,20077.0,UCg3qSmPvevBWGxwhiQxuiQQ,CarlosStory
4,35976.0,UCg3scYhWcPmyfJcSkulJcow,Everglow
1,1719.0,UCg3zzcp6dnRsxHuAP5eX03A,Jessica Rae
0,5061.0,UCg40yNbF_DcDXKn2XTZCwzQ,LROR
0,766.0,UCg418rvjLpAU12KVALUqJww,Peepguy
1,2363.0,UCg48qH-lPBBWxqppbaFuraA,Newbie Gaming
0,4927.0,UCg4Sw-Ro5oaLO37k62vnJuQ,AmtrakGuy365
2,252902.0,UCg4nSRZWm8Pp66njfCdWLoA,TechRight
2,127922.0,UCg4vDcovXPJTcTcYxQ9iCrw,wavywebsurf
3,54202.0,UCg53HWQKuqaAV2u-Acwn7-g,AlltimeGaming
5,1479524.0,UCg572r4OBtnXQpY_QXQ_ZyA,BITCOIN BEN
5,7169837.0,UCg5GzcNQp5C6STqLP9vNAow,Alex Cobb
1,6369.0,UCg5P9fh4albGhG3JO_ywe_g,defenseupdate
5,543834.0,UCg5TS2EmMutPd7Y1zqfQ3iA,Morgonaut
1,476.0,UCg5f9yCiLJ4lMjfWKKpycKw,Neco The Sergal
0,4478.0,UCg5klLlSgJtbStWhxc_tEhA,J&J; Acres
4,10946610.0,UCg6MuFVugHwWCp1YDQDAy1w,Atheism-is-Unstoppab...
0,59600.0,UCg6NgXXsv_qKm3R1fCWY45w,PotteryBarn
3,909116.0,UCg6gPGh8HU2U01vaFCAsvmQ,Chris Titus Tech
5,588681.0,UCg6pUlin57zeWC6Y7xmBdhA,Tangerine Travels
4,1997.0,UCg787y67_4fVVeNA--ivITA,Lady Luna
1,547.0,UCg79pScFNkTBrFDPODkeMCw,"Thomas L. Jones, Jr...."
3,7108.0,UCg7Mllu8AnTjlZ4Vu1FNdjQ,Trailers From Hell
2,174972.0,UCg7fwm-gv-TvRznm_MaiQ-w,finleyholiday
4,2879825.0,UCg7lal8IC-xPyKfgH4rdUcA,djvlad
1,3792.0,UCg8MxKRzMw0gYcIVnxzeMZA,Ramsey Customs - tur...
3,392117.0,UCg8qb-blh8xGMYcBPC1ntvA,JMS Vlogs
1,306.0,UCg96jOTAmtQNNZ8hWE-t65w,pro apps hacker bang...
2,189189.0,UCg9AX3Najn0RNExTUWHBr0Q,dalesnale
1,21766.0,UCg9BcSjR7l30TfgOvichwxw,Simply Sofia
2,55873.0,UCg9f9knI31hrUYBN8ey0m6Q,Christine Kobzeff
3,880049.0,UCg9rFUt8zEY3qE5a6QT2lPw,Alexander Dyer
4,1658.0,UCgAAehNg2A_8KasULszwqsw,Fizhy
1,1678.0,UCgABjJn2kRFOgyp0DvEvw1g,Spiritaelia
4,30635.0,UCgAKcV4jxuqwO-gU5N1j85Q,Travelling K
1,11997.0,UCgAPwEcndfqcBX50BJFl8PQ,DIARRA NIAMBI
5,3088906.0,UCgASt13C8mLCUF9xAjF-E8A,Justin Bryant
3,38179.0,UCgAW5P0Xf4iOBAr4PSQ9oRQ,Adventure Adrift
1,167231.0,UCgAXz4fpgcVNc79ORHNi4lA,GuitarHeroPianoZero
2,445.0,UCgAYmwinOWVFpkoU69LLlDg,BIPS MEDIA
1,2415.0,UCgAunVsQr42Tg1lTd45mkaA,David West
1,4088.0,UCgBEzY5-ltzkxAn0zUTIrcQ,Fixxxer
5,1403986.0,UCgBQ6YsN4oUTjbAvIwCFLog,Tyler S
3,10346.0,UCgBVz3EzHYKpPS0BITvLRsg,kxan
5,40785.0,UCgBg0LcHfnJDPmFTTf677Pw,"Paul Saladino, MD"
0,2926.0,UCgBhA76Eqb_vHd7N6HTiDuQ,TheAlienContactee
4,929385.0,UCgBu3EYYLzzPZneiBMH28PQ,Emily Wass
4,297610.0,UCgBwzRfT-AhKvDpaM4R-XIg,"Jamerrill Stewart, L..."
1,197660.0,UCgCaxeNNi0udzpIldtIEpXg,Speedracer38
4,112801.0,UCgCeHrE0Wqm1Ee00DqvpiPQ,Blending With Henry
3,80516.0,UCgCudMsK-kxYxB2RgiS3bzQ,TBS
1,12294.0,UCgD--vlzKcTINeWeTyQczyA,Evolutionaries Gamin...
4,8216.0,UCgDNm6iFn5yZsA5czSupcnA,MassageNerd
3,105604.0,UCgDSF6FpenGam-wH747f1iw,The Crossover
2,99063.0,UCgDcfUqKn8P-9kWZ9VbiP8w,Escoffier Online
4,932804.0,UCgDqL4yzXb4BflimZaxL4Vg,ANDREW ETHAN ZENG
4,33631.0,UCgEAyW3f9lGnKzTCLXjjKDw,Bandana's Kitchen
0,771454.0,UCgEMzV4LIJZqp4UflsqeXMg,Best Help In Hindi
2,49208.0,UCgEcPol_nG9_aFJbB8ameLg,Chemical Guys
1,777987.0,UCgF0OC_3MlW2KEyhhAgIQjA,That Racing Channel
3,873.0,UCgFIN0WIgpTUklFJ-BcJ2Bg,PSearPianist
1,478782.0,UCgFK7j5dr7Z2Sh3Vv-ka8oA,Michelle Dy
4,111611.0,UCgFM3RsJ6Low9nX_OlS8_JA,Baby Back Maniac
4,1130983.0,UCgFP46yVT-GG4o1TgXn-04Q,China Uncensored
1,250070.0,UCgFUKlLcuwMgvSh6bn7HDyg,Samaritans Purse
5,87538.0,UCgFfPohZklQ54maV79WfPLA,Florian Land
2,9407.0,UCgFndRtCLw-cixFZ4fX-o-Q,RACE Coaching Instit...
0,10431.0,UCgGOpaiMagYcc-FvxeLBvOA,ignoredvoices
5,526017.0,UCgGPE3bE9HcQLhTsx5bmxwQ,Cody McDowell
3,2964.0,UCgGjBqZZtAjxfpGSba7d6ww,Pixlriffs
2,56386.0,UCgHISql_STYkDpilSuev2cQ,DarkestxHearts
5,141648.0,UCgH_SmWw9WianYyOB5Y6tEA,GoDaddy
0,9397.0,UCgHa3NBiei4AXLGqlRqUaxw,Chazz Fisher
2,18034.0,UCgHxCbvEySG5jLmHOT1YkSQ,Virgin Hyperloop One...
1,1030.0,UCgIH7oy67mwURBVOGw-zASQ,V.i.p.s Channel** **...
1,2364.0,UCgIKvVk5f9raP7fu0JvrY-Q,Footageforpro.com
3,102138.0,UCgIMbGazP0uBDy9JVCqBUaA,New York Mets
1,48200.0,UCgIa0MXmFe7ViOWZtRCyOkw,morellifit
3,410292.0,UCgIqhB8oD5SZ0yUSp71VCOQ,Geekdom101
1,6167.0,UCgIrhEUHbQnpTgeN8CIgBWQ,TheStoryteller
3,9498.0,UCgIw1ct7zkdXY65gBCXfWAQ,YO' HOMEGIRL
3,35485.0,UCgJ5K7wWoFlnYC3e8eIxYrA,Drone U
1,61014.0,UCgJ8bPPJEYZnrlTZ7c62uHQ,Shikkha Srivastav
2,330638.0,UCgJRL30YS6XFxq9Ga8W2J3A,Mighty Car Mods
3,6236785.0,UCgJgDI5G8PaaVOrLd0Z_Cxg,BRAINY DOSE
0,211759.0,UCgJhsxfjeqCMSdhV2zfGZyw,Tae AND Lou
1,21832.0,UCgJjbSzV87sc2nfRxrayywA,Aug Tellez
1,373159.0,UCgJjd8J5moTQSwnCIx4WSIw,Planet Dolan
2,122754.0,UCgJxcjYb-LnndbtV4SRsNqQ,DJ Sterf
1,80812.0,UCgK0ISOrgUkitGvKo4c9Wfg,DStv
1,452582.0,UCgKJPhVzv8w0VaZFnS_VmaA,Philion
4,698037.0,UCgKkNPU2Ib7_TcyAl8M2S-w,Warner Bros. Home En...
5,227454.0,UCgL9g1sShIgPcseyyKzhG5Q,Gallucks
0,4282.0,UCgLowNFfWuv8qQxQIlXb7SA,Mooffin
4,338329.0,UCgM9qPLv7R-hTRQIGa4wgKA,Testbook.com
3,1439.0,UCgMOITSeAYnjA4Iw10GG4Ug,Jeff Scalzo
3,224458.0,UCgMWOTq9kzngYc9ND41ghdQ,You Tube support Ind...
2,2820.0,UCgMdzBOq_Os7kgUceLezxPA,Calum ASMR
0,220119.0,UCgMpNBkUc7tTsk_gr06d17g,Technomadia
2,307.0,UCgN5l28PnUqWcqB-wRS8OCg,University of Colora...
3,33186.0,UCgN9PT6yWH-O1dvpNHXxSug,Red Tech Tamizha
4,5117671.0,UCgNGEu_mRucHDeicVLjHWGQ,We Do Tech
3,7799.0,UCgNUOJalS_ciV5VcuSGil3Q,Green Lane Masjid
3,411065.0,UCgNicn09ZW7fnHTJwG5EiQw,howtwos101
1,2107.0,UCgNok5TydgiDKQtcwtn8G4g,StarMagic Healing
2,169161.0,UCgO0QX-87jnA6GPykp9Dx6Q,KibaKovers
4,512565.0,UCgO0v2vengvRYzuffi0S8ew,Jameson Brandon
4,419.0,UCgOfga2UmRiy1durG-CRCyA,LizziesDoseofBeauty
2,246940.0,UCgPClNr5VSYC3syrDUIlzLw,Adult Swim
1,617.0,UCgPKlmZ-wzsiitY7PgTO_RQ,Joseph Wouk
2,17530.0,UCgPR3trFb_fZbRADdcsMbfQ,LifewithTwisted
4,4605.0,UCgPok_OFuh4v8Hg3DwwVHJQ,BumpyMcSquigums
1,142023.0,UCgPq8TbNtU2OPCNUQpG1Qog,jesy azalia DIYs
1,2147.0,UCgPr5nHXmJulDOXdTGjn1tg,Alex Boyer
2,49735.0,UCgQRLYCo3ddB7hE6neK053A,TheCoasterViews
3,26077.0,UCgRLIHZSTWvmJhbOn2mTULg,Stella Connolly
0,931.0,UCgRQHK8Ttr1j9xCEpCAlgbQ,Variety
2,898.0,UCgRlO8C_J3REm_BlE9gcGBg,TargoGaming
3,35153.0,UCgRu-64dRnvPdjYpzqyQWTQ,TBNRKenWorth
5,16130069.0,UCgRvm1yLFoaQKhmaTqXk9SA,NowThis World
1,1258375.0,UCgSHGbs2oGoLItc-8y5hJ9g,STAR_
3,92751.0,UCgSVkPPNHReTSRcaLEEwd9w,Dee LaVigne
1,1080.0,UCgSWIWNLv11TMIPLVTfrmIw,Brendon Hansford - D...
3,926748.0,UCgSzaNue2wBYth36FdJrNjg,ESM
1,15253.0,UCgTKPfton70dBiDrGmlhCSw,The Tony Awards
2,17573.0,UCgTKp-FzyaK71IqR4l1rNNA,Drinks Made Easy
5,57530.0,UCgT_IKD3-Ekz9Yq5TH6hEmA,Vibrant Soap
4,700032.0,UCgTcp1OVzuoX0KZBxkmq3Zw,Edwin-E
4,195578.0,UCgTy3Bogm3yFABFTMyYntcQ,Arab Urdu News
2,6293.0,UCgU96NeglbPZIfclA9C6GPQ,AnxiousCynic
4,210798.0,UCgUv6_Y9_TT2iQxze-SgpjA,Drawbridge Props & A...
5,5406194.0,UCgV6iVN6IdBvGXD3tqoUmKA,Cars Garage
3,429292.0,UCgVKjqEo9skEQIsTRpgb7Aw,Easy Trading Tips
4,80034.0,UCgVa3YCTEK7_CTDSF_1NLOA,SirHamnet
1,914.0,UCgVfMLCB40wQtj8AejZwWlg,Olly May
0,842.0,UCgVfXpnb2waNO4cZ6ewQxhA,ScottJAw
1,14549.0,UCgVg6dmZHCxze_ay0bolPew,Examपुर
2,372033.0,UCgVlxaBsBkmMh2SUgrzG1ZQ,Thunder Prod.
1,264923.0,UCgVwlIabrL100C9_6vyM9-g,Mattias Burling
0,660.0,UCgWPiwZMJizO9doXrjmLknQ,CharithMania
0,120.0,UCgX2sPWPLJAmPCPdtpBA66w,danishkim007
4,4742.0,UCgX5ggr1-Vn4shGCIbE6OYg,Woody
2,159.0,UCgXSdvSlKhbUYZQS1GwDUeQ,Xenios Charalambous
4,2711.0,UCgXT9h0FLOHAabX-Gc2O0zg,Pratt Family Homeste...
4,144142.0,UCgXbCVJ79-JVyHoBIDhpvEQ,BYU Speeches
4,4179.0,UCgXg83WPVQYKPKQpZFrPj_A,Craftie
1,23321.0,UCgXyhUU_QsAGDEqWtYvifnA,ask4gain
3,651198.0,UCgYc8lvF6ZT8ZjKHeWHnzlQ,RP Productions
1,524.0,UCgYjC-pabNCLL8ossOUB-qA,Urdu Dost
1,501379.0,UCgYz10I32uQn2kD4bfD6WMQ,PinkSheep
1,140916.0,UCgZK0B5z3A2m5UWYvPpZcHw,casetoo
1,134619.0,UCgZaS3nVy8_Qj0kCUE3xxRA,HSN
1,2178.0,UCgZneuDnLKItwzVkXLI_rUA,Philips
2,141631.0,UCg_JwOXFtu3iEtbr4ttXm9g,PlayStation Europe
0,279995.0,UCg_j7kndWLFZEg4yCqUWPCA,packattack04082
3,223583.0,UCga4y235kiSQAS3tDLgbDfQ,Izzy Nobre
3,188.0,UCgaAskQx5p6U1uiAR4PcHYQ,QPAC
2,2104.0,UCgaBWDpNAS2duSZwDoZk-Vw,Gravel Cyclist
3,573033.0,UCgaPXGa77d8eR2qAeOjAGyw,AnitaCooks
0,1534.0,UCgaZ4TeWJ4p8LPM5_3bTy8w,Amazing Word Ministr...
2,53688.0,UCgadVDRVMLzf4ok3jL2j5IA,Mitchell Gibson
2,160112.0,UCgaiWfiix1zaQS6Mn5SIw2g,Isha Foundation
